,authority,portrait,year,obj,denomination,material,region,deity,url,fname,years_bins,code
10580,Maximian,Maximian,297.0,Coin,AE1,Bronze,Italy,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.5569.obv.width175.jpg,../img/Maximian_Maximian_1590963841.8195813.jpg,251-300,10
10581,Diocletian,Maximian,285.0,Coin,Antoninianus,Silver,Syria,Hercules,http://numismatics.org/collectionimages/19501999/1956/1956.163.264.obv.width175.jpg,../img/Diocletian_Maximian_1590973839.5306392.jpg,251-300,10
10582,Maximian,Maximian,296.0,Coin,AE1,Bronze,Italy,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.2829.obv.width175.jpg,../img/Maximian_Maximian_1590965388.8134408.jpg,251-300,10
10583,Maximian,Maximian,297.0,Coin,AE1,Bronze,Italy,Moneta,http://numismatics.org/collectionimages/19001949/1944/1944.100.5621.obv.width175.jpg,../img/Maximian_Maximian_1590966521.8839197.jpg,251-300,10
10584,Diocletian,Maximian,295.0,Coin,Fraction,Bronze,Mysia,,http://numismatics.org/collectionimages/19001949/1929/1929.115.2.obv.width175.jpg,../img/Diocletian_Maximian_1590969795.3056743.jpg,251-300,10
10585,Maxentius,Maximian,297.0,Coin,AE2,Bronze,Zeugitana,Carthage,http://numismatics.org/collectionimages/19501999/1970/1970.165.28.obv.width175.jpg,../img/Maxentius_Maximian_1590970014.8588536.jpg,251-300,10
10586,Maximian,Maximian,303.0,Coin,AE1,Bronze,Gallia,Genius,http://numismatics.org/collectionimages/19501999/1970/1970.165.40.obv.width175.jpg,../img/Maximian_Maximian_1590970018.5211802.jpg,301-350,10
10587,Maximian,Maximian,297.0,Coin,Nummus,Bronze,,Genius,http://numismatics.org/collectionimages/19501999/1984/1984.146.315.obv.width175.jpg,../img/Maximian_Maximian_1590968171.798098.jpg,251-300,10
10588,Maximian,Maximian,296.0,Coin,AE1,Bronze,Italy,Genius,http://numismatics.org/collectionimages/19001949/1934/1934.21.105.obv.width175.jpg,../img/Maximian_Maximian_1590973336.6929283.jpg,251-300,10
10589,Diocletian,Maximian,295.0,Coin,AE1,Bronze,Mysia,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.5722.obv.width175.jpg,../img/Diocletian_Maximian_1590966428.7304778.jpg,251-300,10
10590,Maximian,Maximian,290.0,Coin,Antoninianus,Silver,Gallia,Pax,http://numismatics.org/collectionimages/19501999/1992/1992.77.107.obv.width175.jpg,../img/Maximian_Maximian_1590973843.8632753.jpg,251-300,10
10591,Diocletian,Maximian,298.0,Coin,AE1,Bronze,Macedonia,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.3652.obv.width175.jpg,../img/Diocletian_Maximian_1590971590.0329726.jpg,251-300,10
10592,Maximian,Maximian,297.0,Coin,Antoninianus,Silver,Italy,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.38210.obv.width175.jpg,../img/Maximian_Maximian_1590971917.3986316.jpg,251-300,10
10593,Maximian,Maximian,300.0,Coin,AE1,Bronze,Italy,Moneta,http://numismatics.org/collectionimages/19001949/1944/1944.100.2876.obv.width175.jpg,../img/Maximian_Maximian_1590965400.3022606.jpg,251-300,10
10594,Maximian,Maximian,297.0,Coin,AE1,Bronze,Italy,Moneta,http://numismatics.org/collectionimages/19001949/1944/1944.100.5620.obv.width175.jpg,../img/Maximian_Maximian_1590966521.197756.jpg,251-300,10
10595,Diocletian,Maximian,304.0,Coin,AE1,Bronze,Syria,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.4281.obv.width175.jpg,../img/Diocletian_Maximian_1590971650.494604.jpg,301-350,10
10596,Diocletian,Maximian,296.0,Coin,AE1,Bronze,Thrace,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.3857.obv.width175.jpg,../img/Diocletian_Maximian_1590971980.7930598.jpg,251-300,10
10597,Maximian,Maximian,297.0,Coin,Antoninianus,Silver,Italy,Hercules,http://numismatics.org/collectionimages/19501999/1970/1970.165.155.obv.width175.jpg,../img/Maximian_Maximian_1590969629.4042778.jpg,251-300,10
10598,Maximian,Maximian,289.0,Coin,Antoninianus,Silver,,Salus,http://numismatics.org/collectionimages/19501999/1984/1984.146.102.obv.width175.jpg,../img/Maximian_Maximian_1590968633.2364802.jpg,251-300,10
10599,Constantius Chlorus,Maximian,297.0,Coin,AE1,Bronze,Italy,Providentia,http://numismatics.org/collectionimages/19001949/1944/1944.100.2953.obv.width175.jpg,../img/Constantius Chlorus_Maximian_1590965366.5518188.jpg,251-300,10
10600,Maximian,Maximian,290.0,Coin,Antoninianus,Silver,Gallia,Jupiter,http://numismatics.org/collectionimages/19501999/1970/1970.165.146.obv.width175.jpg,../img/Maximian_Maximian_1590969626.6287076.jpg,251-300,10
10601,Diocletian,Maximian,295.0,Coin,Fraction,Bronze,Mysia,,http://numismatics.org/collectionimages/19001949/1922/1922.38.7.obv.width175.jpg,../img/Diocletian_Maximian_1590970146.3953156.jpg,251-300,10
10602,Diocletian,Maximian,285.0,Coin,Antoninianus,Silver,Syria,Hercules,http://numismatics.org/collectionimages/19001949/1944/1944.100.38277.obv.width175.jpg,../img/Diocletian_Maximian_1590971936.2784972.jpg,251-300,10
10603,Maximian,Maximian,287.0,Coin,Antoninianus,Silver,Gallia,Hercules,http://numismatics.org/collectionimages/19001949/1944/1944.100.37988.obv.width175.jpg,../img/Maximian_Maximian_1590971852.6511285.jpg,251-300,10
10604,Maximinus Daia,Maximian,297.0,Coin,Fraction,Bronze,Egypt,Providentia,http://numismatics.org/collectionimages/19501999/1979/1979.159.1.obv.width175.jpg,../img/Maximinus Daia_Maximian_1590972757.2055068.jpg,251-300,10
10605,Maximian,Maximian,302.0,Coin,AE1,Bronze,Italy,Moneta,http://numismatics.org/collectionimages/19001949/1944/1944.100.5628.obv.width175.jpg,../img/Maximian_Maximian_1590966527.8016443.jpg,301-350,10
10606,Diocletian,Maximian,296.0,Coin,AE1,Bronze,Thrace,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.3846.obv.width175.jpg,../img/Diocletian_Maximian_1590971977.737038.jpg,251-300,10
10607,Maximian,Maximian,303.0,Coin,AE1,Bronze,Gallia,Genius,http://numismatics.org/collectionimages/19501999/1984/1984.146.1314.obv.width175.jpg,../img/Maximian_Maximian_1590968527.1659737.jpg,301-350,10
10608,Diocletian,Maximian,297.0,Coin,Antoninianus,Silver,Mysia,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.38241.obv.width175.jpg,../img/Diocletian_Maximian_1590971925.9426484.jpg,251-300,10
10609,Maximian,Maximian,297.0,Coin,Antoninianus,Silver,Gallia,Victory,http://numismatics.org/collectionimages/19501999/1984/1984.146.47.obv.width175.jpg,../img/Maximian_Maximian_1590968216.1360688.jpg,251-300,10
10610,Diocletian,Maximian,297.0,Coin,AE1,Bronze,Egypt,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.1331.obv.width175.jpg,../img/Diocletian_Maximian_1590965677.537195.jpg,251-300,10
10611,Maximian,Maximian,284.0,Coin,Aureus,Gold,Italy,Hercules,http://numismatics.org/collectionimages/19001949/1944/1944.100.38221.obv.width175.jpg,../img/Maximian_Maximian_1590971920.658917.jpg,251-300,10
10612,Maximian,Maximian,298.0,Coin,AE1,Bronze,Italy,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.2660.obv.width175.jpg,../img/Maximian_Maximian_1590965304.0356557.jpg,251-300,10
10613,Diocletian,Maximian,295.0,Coin,Fraction,Bronze,Mysia,,http://numismatics.org/collectionimages/00001899/0000/0000.999.3668.obv.width175.jpg,../img/Diocletian_Maximian_1590967922.451327.jpg,251-300,10
10614,Diocletian,Maximian,297.0,Coin,Antoninianus,Silver,Syria,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.38281.obv.width175.jpg,../img/Diocletian_Maximian_1590971937.4981177.jpg,251-300,10
10615,Maximian,Maximian,297.0,Coin,Antoninianus,Silver,Gallia,,http://numismatics.org/collectionimages/19501999/1984/1984.146.162.obv.width175.jpg,../img/Maximian_Maximian_1590968620.026217.jpg,251-300,10
10616,Maximian,Maximian,285.0,Coin,Antoninianus,Silver,Italy,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.38203.obv.width175.jpg,../img/Maximian_Maximian_1590971915.4984682.jpg,251-300,10
10617,Constantius Chlorus,Maximian,305.0,Coin,AE1,Bronze,Britannia,Providentia,http://numismatics.org/collectionimages/19001949/1944/1944.100.1071.obv.width175.jpg,../img/Constantius Chlorus_Maximian_1590966179.8000524.jpg,301-350,10
10618,Maximian,Maximian,297.0,Coin,AE1,Bronze,Zeugitana,Carthage,http://numismatics.org/collectionimages/19001949/1944/1944.100.3181.obv.width175.jpg,../img/Maximian_Maximian_1590965238.7481027.jpg,251-300,10
10619,Maximian,Maximian,297.0,Coin,Antoninianus,Silver,,Victory,http://numismatics.org/collectionimages/19501999/1984/1984.146.12.obv.width175.jpg,../img/Maximian_Maximian_1590971023.5808775.jpg,251-300,10
10620,Maximian,Maximian,297.0,Coin,Antoninianus,Silver,Gallia,Pax,http://numismatics.org/collectionimages/19501999/1984/1984.146.100.obv.width175.jpg,../img/Maximian_Maximian_1590968627.546328.jpg,251-300,10
10621,Diocletian,Maximian,302.0,Coin,AE1,Bronze,Macedonia,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.3678.obv.width175.jpg,../img/Diocletian_Maximian_1590971630.5998905.jpg,301-350,10
10622,Diocletian,Maximian,297.0,Coin,AE1,Bronze,Egypt,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.1332.obv.width175.jpg,../img/Diocletian_Maximian_1590965680.1853616.jpg,251-300,10
10623,Galerius,Maximian,305.0,Coin,AE1,Bronze,Thrace,Quies,http://numismatics.org/collectionimages/19501999/1970/1970.165.30.obv.width175.jpg,../img/Galerius_Maximian_1590972513.3776848.jpg,301-350,10
10624,Diocletian,Maximian,297.0,Coin,Antoninianus,Silver,Mysia,Jupiter,http://numismatics.org/collectionimages/19501999/1974/1974.95.115.obv.width175.jpg,../img/Diocletian_Maximian_1590967605.7756538.jpg,251-300,10
10625,Maximian,Maximian,290.0,Coin,Antoninianus,Silver,Gallia,Pax,http://numismatics.org/collectionimages/19501999/1984/1984.146.156.obv.width175.jpg,../img/Maximian_Maximian_1590968601.323624.jpg,251-300,10
10626,Maximian,Maximian,302.0,Coin,AE1,Bronze,Gallia,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.5926.obv.width175.jpg,../img/Maximian_Maximian_1590972493.715041.jpg,301-350,10
10627,Maximian,Maximian,297.0,Coin,AE1,Bronze,Italy,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.5553.obv.width175.jpg,../img/Maximian_Maximian_1590963826.1368227.jpg,251-300,10
10628,Maximian,Maximian,300.0,Coin,AE1,Bronze,Italy,Moneta,http://numismatics.org/collectionimages/19001949/1944/1944.100.2675.obv.width175.jpg,../img/Maximian_Maximian_1590965307.9358468.jpg,251-300,10
10629,Maximian,Maximian,304.0,Coin,AE1,Bronze,Italy,Moneta,http://numismatics.org/collectionimages/19001949/1944/1944.100.5638.obv.width175.jpg,../img/Maximian_Maximian_1590966536.5227923.jpg,301-350,10
10630,Maximian,Maximian,297.0,Coin,AE1,Bronze,Italy,Moneta,http://numismatics.org/collectionimages/19001949/1944/1944.100.5599.obv.width175.jpg,../img/Maximian_Maximian_1590963849.0392637.jpg,251-300,10
10631,Maximian,Maximian,290.0,Coin,Antoninianus,Silver,Gallia,Salus,http://numismatics.org/collectionimages/19001949/1944/1944.100.38024.obv.width175.jpg,../img/Maximian_Maximian_1590971863.0338154.jpg,251-300,10
10632,Maximian,Maximian,285.0,Coin,Antoninianus,Silver,Italy,Jupiter,http://numismatics.org/collectionimages/19501999/1984/1984.146.1962.obv.width175.jpg,../img/Maximian_Maximian_1590968066.8599608.jpg,251-300,10
10633,Diocletian,Maximian,303.0,Coin,Aureus,Gold,Bithynia,,http://numismatics.org/collectionimages/19501999/1955/1955.191.5.obv.width175.jpg,../img/Diocletian_Maximian_1590969880.2124968.jpg,301-350,10
10634,Maximian,Maximian,294.0,Coin,AE1,Bronze,Italy,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.2640.obv.width175.jpg,../img/Maximian_Maximian_1590965298.8931096.jpg,251-300,10
10635,Maximian,Maximian,297.0,Coin,AE1,Bronze,Pannonia,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.5312.obv.width175.jpg,../img/Maximian_Maximian_1590963917.5252724.jpg,251-300,10
10636,Maximian,Maximian,303.0,Coin,AE1,Bronze,Gallia,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.5939.obv.width175.jpg,../img/Maximian_Maximian_1590972496.6747696.jpg,301-350,10
10637,Diocletian,Maximian,304.0,Coin,AE1,Bronze,Syria,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.4283.obv.width175.jpg,../img/Diocletian_Maximian_1590971650.9637883.jpg,301-350,10
10638,Maximian,Maximian,303.0,Coin,AE1,Bronze,Britannia,Genius,http://numismatics.org/collectionimages/19501999/1984/1984.146.1179.obv.width175.jpg,../img/Maximian_Maximian_1590971017.7740622.jpg,301-350,10
10639,Diocletian,Maximian,285.0,Coin,Antoninianus,Silver,Syria,Hercules,http://numismatics.org/collectionimages/19501999/1970/1970.165.160.obv.width175.jpg,../img/Diocletian_Maximian_1590969630.8489764.jpg,251-300,10
10640,Maximian,Maximian,297.0,Coin,AE1,Bronze,Italy,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.2856.obv.width175.jpg,../img/Maximian_Maximian_1590965395.6647816.jpg,251-300,10
10641,Maximinus Daia,Maximian,297.0,Coin,AE1,Bronze,Syria,Quies,http://numismatics.org/collectionimages/19001949/1944/1944.100.4343.obv.width175.jpg,../img/Maximinus Daia_Maximian_1590972157.1304846.jpg,251-300,10
10642,Maximian,Maximian,285.0,Coin,Antoninianus,Silver,Italy,Hercules,http://numismatics.org/collectionimages/19501999/1984/1984.146.1747.obv.width175.jpg,../img/Maximian_Maximian_1590968004.9994433.jpg,251-300,10
10643,Maximian,Maximian,297.0,Coin,Antoninianus,Silver,Gallia,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.37997.obv.width175.jpg,../img/Maximian_Maximian_1590971855.054567.jpg,251-300,10
10644,Maximian,Maximian,294.0,Ci,Nummus,Bronze,,Genius,http://numismatics.org/collectionimages/19501999/1982/1982.64.5.obv.width175.jpg,../img/Maximian_Maximian_1590967970.249307.jpg,251-300,10
10645,Maxentius,Maximian,307.0,Coin,AE2,Bronze,Italy,Roma,http://numismatics.org/collectionimages/19501999/1999/1999.61.1.obv.width175.jpg,../img/Maxentius_Maximian_1590964412.410139.jpg,301-350,10
10646,Diocletian,Maximian,304.0,Coin,AE1,Bronze,Syria,Genius,http://numismatics.org/collectionimages/19001949/1933/1933.999.145.obv.width175.jpg,../img/Diocletian_Maximian_1590973429.3834772.jpg,301-350,10
10647,Maximian,Maximian,297.0,Coin,AE1,Bronze,Pannonia,Moneta,http://numismatics.org/collectionimages/19001949/1944/1944.100.5345.obv.width175.jpg,../img/Maximian_Maximian_1590963731.1858795.jpg,251-300,10
10648,Maximian,Maximian,290.0,Coin,Antoninianus,Silver,Gallia,Salus,http://numismatics.org/collectionimages/19501999/1984/1984.146.86.obv.width175.jpg,../img/Maximian_Maximian_1590968789.1977391.jpg,251-300,10
10649,Maximian,Maximian,290.0,Coin,Antoninianus,Silver,Gallia,Pax,http://numismatics.org/collectionimages/19501999/1984/1984.146.151.obv.width175.jpg,../img/Maximian_Maximian_1590968587.5987246.jpg,251-300,10
10650,Maximian,Maximian,297.0,Coin,Antoninianus,Silver,Pannonia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.38216.obv.width175.jpg,../img/Maximian_Maximian_1590971918.819902.jpg,251-300,10
10651,Maximian,Maximian,297.0,Coin,AE3,Bronze,Italy,,http://numismatics.org/collectionimages/19001949/1943/1943.23.3.obv.width175.jpg,../img/Maximian_Maximian_1590972240.4135342.jpg,251-300,10
10652,Maximian,Maximian,293.0,Coin,Gold multiple,Gold,Gallia,,http://numismatics.org/collectionimages/19501999/1967/1967.153.38.obv.width175.jpg,../img/Maximian_Maximian_1590969479.3268142.jpg,251-300,10
10653,Diocletian,Maximian,300.0,Coin,AE1,Bronze,Syria,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.4206.obv.width175.jpg,../img/Diocletian_Maximian_1590963068.0017662.jpg,251-300,10
10654,Maximian,Maximian,289.0,Coin,Antoninianus,Silver,,Victory,http://numismatics.org/collectionimages/19501999/1984/1984.146.118.obv.width175.jpg,../img/Maximian_Maximian_1590971018.0025544.jpg,251-300,10
10655,Maximian,Maximian,303.0,Coin,AE1,Bronze,Britannia,Genius,http://numismatics.org/collectionimages/19501999/1984/1984.146.1183.obv.width175.jpg,../img/Maximian_Maximian_1590971018.9329643.jpg,301-350,10
10656,Maximian,Maximian,297.0,Coin,AE1,Bronze,Zeugitana,Africa,http://numismatics.org/collectionimages/19001949/1944/1944.100.3162.obv.width175.jpg,../img/Maximian_Maximian_1590964899.0649812.jpg,251-300,10
10657,Diocletian,Maximian,285.0,Coin,Antoninianus,Silver,Syria,Hercules,http://numismatics.org/collectionimages/19501999/1984/1984.146.583.obv.width175.jpg,../img/Diocletian_Maximian_1590968706.9890482.jpg,251-300,10
10658,Maximian,Maximian,290.0,Coin,Antoninianus,Silver,Gallia,Jupiter,http://numismatics.org/collectionimages/19501999/1984/1984.146.87.obv.width175.jpg,../img/Maximian_Maximian_1590968791.8207376.jpg,251-300,10
10659,Maximian,Maximian,302.0,Coin,AE1,Bronze,Gallia,Genius,http://numismatics.org/collectionimages/19501999/1984/1984.146.1304.obv.width175.jpg,../img/Maximian_Maximian_1590968524.1731398.jpg,301-350,10
10660,Maximian,Maximian,297.0,Coin,AE1,Bronze,Pannonia,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.5384.obv.width175.jpg,../img/Maximian_Maximian_1590963741.484676.jpg,251-300,10
10661,Diocletian,Maximian,297.0,Coin,Antoninianus,Silver,Mysia,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.38247.obv.width175.jpg,../img/Diocletian_Maximian_1590971927.361432.jpg,251-300,10
10662,Maximian,Maximian,297.0,Coin,AE1,Bronze,Gallia,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.1122.obv.width175.jpg,../img/Maximian_Maximian_1590966760.4793532.jpg,251-300,10
10663,Maximian,Maximian,297.0,Coin,Antoninianus,Silver,Gallia,Hercules,http://numismatics.org/collectionimages/19501999/1970/1970.165.143.obv.width175.jpg,../img/Maximian_Maximian_1590969625.9248085.jpg,251-300,10
10664,Maxentius,Maximian,310.0,Coin,AE2,Bronze,Italy,,http://numismatics.org/collectionimages/19001949/1944/1944.100.3017.obv.width175.jpg,../img/Maxentius_Maximian_1590966944.1506343.jpg,301-350,10
10665,Maximianus,Maximian,297.0,Coin,Octadrachm,Potin,Egypt,Serapis,http://numismatics.org/collectionimages/20002049/2018/2018.7.4.obv.width175.jpg,../img/Maximianus_Maximianus_1590972571.2415.jpg,251-300,10
10666,Maximian,Maximian,292.0,Coin,Antoninianus,Silver,Gallia,Minerva,http://numismatics.org/collectionimages/19501999/1984/1984.146.127.obv.width175.jpg,../img/Maximian_Maximian_1590968514.1940727.jpg,251-300,10
10667,Diocletian,Maximian,297.0,Coin,AE1,Bronze,Egypt,Genius,http://numismatics.org/collectionimages/19001949/1933/1933.999.30.obv.width175.jpg,../img/Diocletian_Maximian_1590973464.3970644.jpg,251-300,10
10668,Maximian,Maximian,300.0,Coin,AE1,Bronze,Italy,Moneta,http://numismatics.org/collectionimages/19001949/1944/1944.100.2707.obv.width175.jpg,../img/Maximian_Maximian_1590965338.0452087.jpg,251-300,10
10669,Maxentius,Maximian,297.0,Coin,AE2,Bronze,Italy,Roma,http://numismatics.org/collectionimages/19501999/1984/1984.146.1804.obv.width175.jpg,../img/Maxentius_Maximian_1590968021.4071696.jpg,251-300,10
10670,Maximian,Maximian,297.0,Coin,Antoninianus,Silver,Gallia,Salus,http://numismatics.org/collectionimages/19501999/1984/1984.146.23.obv.width175.jpg,../img/Maximian_Maximian_1590968146.8075783.jpg,251-300,10
10671,Maximian,Maximian,297.0,Coin,Antoninianus,Silver,,Victory,http://numismatics.org/collectionimages/19501999/1984/1984.146.61.obv.width175.jpg,../img/Maximian_Maximian_1590968714.54854.jpg,251-300,10
10672,Diocletian,Maximian,295.0,Coin,AE1,Bronze,Egypt,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.1223.obv.width175.jpg,../img/Diocletian_Maximian_1590966360.8536325.jpg,251-300,10
10673,Maximian,Maximian,303.0,Coin,AE1,Bronze,Italy,Moneta,http://numismatics.org/collectionimages/19001949/1944/1944.100.2931.obv.width175.jpg,../img/Maximian_Maximian_1590965360.8849807.jpg,301-350,10
10674,Diocletian,Maximian,302.0,Coin,AE1,Bronze,Macedonia,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.3670.obv.width175.jpg,../img/Diocletian_Maximian_1590971628.6882355.jpg,301-350,10
10675,Constantine I,Maximian,308.0,Coin,AE2,Bronze,Gallia,Mars,http://numismatics.org/collectionimages/19001949/1944/1944.100.1184.obv.width175.jpg,../img/Constantine I_Maximian_1590966347.5487297.jpg,301-350,10
10676,Maximian,Maximian,300.0,Coin,AE1,Bronze,Italy,Moneta,http://numismatics.org/collectionimages/19001949/1944/1944.100.81813.obv.width175.jpg,../img/Maximian_Maximian_1590964793.5663254.jpg,251-300,10
10677,Constantine I,Maximian,297.0,Coin,AE2,Bronze,Gallia,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.5981.obv.width175.jpg,../img/Constantine I_Maximian_1590966471.7616942.jpg,251-300,10
10678,Maximian,Maximian,297.0,Coin,AE1,Bronze,Italy,Moneta,http://numismatics.org/collectionimages/19001949/1944/1944.100.5598.obv.width175.jpg,../img/Maximian_Maximian_1590963848.8025749.jpg,251-300,10
10679,Diocletian,Maximian,295.0,Coin,Fraction,Bronze,Mysia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.5775.obv.width175.jpg,../img/Diocletian_Maximian_1590966458.9942102.jpg,251-300,10
10680,Diocletian,Maximian,295.0,Coin,AE1,Bronze,Mysia,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.5724.obv.width175.jpg,../img/Diocletian_Maximian_1590966429.2122152.jpg,251-300,10
10681,Maximian,Maximian,298.0,Coin,AE1,Bronze,Italy,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.2663.obv.width175.jpg,../img/Maximian_Maximian_1590965304.7341695.jpg,251-300,10
10682,Diocletian,Maximian,297.0,Coin,Antoninianus,Silver,Mysia,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.38253.obv.width175.jpg,../img/Diocletian_Maximian_1590971929.0446405.jpg,251-300,10
10683,Maximian,Maximian,290.0,Coin,Antoninianus,Silver,Gallia,Jupiter,http://numismatics.org/collectionimages/19501999/1984/1984.146.115.obv.width175.jpg,../img/Maximian_Maximian_1590971007.7413802.jpg,251-300,10
10684,Maximian,Maximian,297.0,Coin,AE1,Bronze,Pannonia,Genius,http://numismatics.org/collectionimages/19501999/1957/1957.159.7.obv.width175.jpg,../img/Maximian_Maximian_1590967800.9089174.jpg,251-300,10
10685,Diocletian,Maximian,295.0,Coin,Fraction,Bronze,Mysia,,http://numismatics.org/collectionimages/19501999/1989/1989.11.117.obv.width175.jpg,../img/Diocletian_Maximian_1590969946.2122927.jpg,251-300,10
10686,Diocletian,Maximian,297.0,Coin,AE1,Bronze,Egypt,Genius,http://numismatics.org/collectionimages/19501999/1984/1984.146.463.obv.width175.jpg,../img/Diocletian_Maximian_1590968214.400117.jpg,251-300,10
10687,Constantine I,Maximian,308.0,Coin,AE2,Bronze,Gallia,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.1183.obv.width175.jpg,../img/Constantine I_Maximian_1590966344.8978317.jpg,301-350,10
10688,Diocletian,Maximian,303.0,Coin,AE1,Bronze,Thrace,Genius,http://numismatics.org/collectionimages/19501999/1984/1984.146.1134.obv.width175.jpg,../img/Diocletian_Maximian_1590971003.2971013.jpg,301-350,10
10689,Maximian,Maximian,297.0,Coin,AE1,Bronze,Pannonia,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.5325.obv.width175.jpg,../img/Maximian_Maximian_1590975153.0159287.jpg,251-300,10
10690,Maximian,Maximian,296.0,Coin,AE1,Bronze,Gallia,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.5880.obv.width175.jpg,../img/Maximian_Maximian_1590972465.829103.jpg,251-300,10
10691,Maximian,Maximian,304.0,Coin,AE1,Bronze,Italy,Moneta,http://numismatics.org/collectionimages/19001949/1944/1944.100.5639.obv.width175.jpg,../img/Maximian_Maximian_1590966537.7659018.jpg,301-350,10
10692,Diocletian,Maximian,295.0,Coin,AE1,Bronze,Egypt,Genius,http://numismatics.org/collectionimages/19001949/1933/1933.999.28.obv.width175.jpg,../img/Diocletian_Maximian_1590973459.9517448.jpg,251-300,10
10693,Diocletian,Maximian,302.0,Coin,AE1,Bronze,Syria,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.4249.obv.width175.jpg,../img/Diocletian_Maximian_1590971417.9704103.jpg,301-350,10
10694,Maximian,Maximian,290.0,Coin,Antoninianus,Silver,Gallia,Salus,http://numismatics.org/collectionimages/19001949/1944/1944.100.38026.obv.width175.jpg,../img/Maximian_Maximian_1590971863.5087945.jpg,251-300,10
10695,Diocletian,Maximian,295.0,Coin,AE1,Bronze,Egypt,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.1221.obv.width175.jpg,../img/Diocletian_Maximian_1590966360.368645.jpg,251-300,10
10696,Diocletian,Maximian,297.0,Coin,Antoninianus,Silver,Mysia,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.38235.obv.width175.jpg,../img/Diocletian_Maximian_1590971924.0916274.jpg,251-300,10
10697,Maximian,Maximian,303.0,Coin,AE1,Bronze,Britannia,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.1062.obv.width175.jpg,../img/Maximian_Maximian_1590966175.7375956.jpg,301-350,10
10698,Diocletian,Maximian,295.0,Coin,AE1,Bronze,Mysia,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.5720.obv.width175.jpg,../img/Diocletian_Maximian_1590966428.253828.jpg,251-300,10
10699,Maximian,Maximian,297.0,Coin,AE1,Bronze,Gallia,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.5876.obv.width175.jpg,../img/Maximian_Maximian_1590972464.2176535.jpg,251-300,10
10700,Maximian,Maximian,298.0,Coin,AE1,Bronze,Gallia,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.5902.obv.width175.jpg,../img/Maximian_Maximian_1590972482.8645675.jpg,251-300,10
10701,Diocletian,Maximian,300.0,Coin,AE1,Bronze,Syria,Genius,http://numismatics.org/collectionimages/19501999/1980/1980.109.402.obv.width175.jpg,../img/Diocletian_Maximian_1590970331.3530426.jpg,251-300,10
10702,Maximian,Maximian,285.0,Coin,Antoninianus,Silver,Italy,Jupiter,http://numismatics.org/collectionimages/19501999/1984/1984.146.1963.obv.width175.jpg,../img/Maximian_Maximian_1590968067.0939074.jpg,251-300,10
10703,Maximian,Maximian,290.0,Coin,Antoninianus,Silver,,Victory,http://numismatics.org/collectionimages/19501999/1965/1965.32.23.obv.width175.jpg,../img/Maximian_Maximian_1590968880.0117104.jpg,251-300,10
