,,authority,portrait,year,obj,denomination,material,region,deity,url,fname,years_bins
8,21003,Licinius I,Licinius,310.0,Coin,AE2,Bronze,,Genius,http://numismatics.org/collectionimages/19501999/1984/1984.146.657.obv.width175.jpg,Licinius I_Licinius I_1590968729.464345,301-350
8,9805,Constantine I,Licinius,313.0,Coin,AE3,Bronze,Britannia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.13331.obv.width175.jpg,Constantine I_Licinius_1590965683.1765876,301-350
8,22799,Constantine I,Licinius,314.0,Coin,AE3,Bronze,Gallia,,http://numismatics.org/collectionimages/19001949/1905/1905.57.75.obv.width175.jpg,Constantine I_Licinius_1590969213.1549592,301-350
8,42678,Licinius,Licinius,315.0,Coin,AE3,Bronze,Pannonia,Jupiter,http://numismatics.org/collectionimages/19501999/1995/1995.11.867.obv.width175.jpg,Licinius_Licinius_1590974629.7823346,301-350
8,889,Licinius,Licinius,321.0,Coin,AE3,Bronze,Thrace,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.9808.obv.width175.jpg,Licinius_Licinius_1590963294.2014627,301-350
8,30665,Licinius,Licinius,312.0,Coin,AE3,Bronze,Macedonia,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.3746.obv.width175.jpg,Licinius_Licinius_1590971379.2857342,301-350
8,9639,Constantine I,Licinius,318.0,Coin,AE3,Bronze,Gallia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.13176.obv.width175.jpg,Constantine I_Licinius_1590965635.9486609,301-350
8,27176,Maximinus Daia,Licinius,314.0,Coin,AE2,Bronze,Egypt,Genius,http://numismatics.org/collectionimages/19001949/1933/1933.999.54.obv.width175.jpg,Maximinus Daia_Licinius_1590970413.0819328,301-350
8,17163,Licinius,Licinius,317.0,Coin,AE3,Bronze,Syria,Jupiter,http://numismatics.org/collectionimages/19501999/1974/1974.140.18.obv.width175.jpg,Licinius_Licinius_1590967677.5602615,301-350
8,21131,Galerius,Licinius,309.0,Coin,AE2,Bronze,Mysia,Genius,http://numismatics.org/collectionimages/19501999/1984/1984.146.772.obv.width175.jpg,Galerius_Licinius_1590968762.5972862,301-350
8,30629,Galerius,Licinius,308.0,Coin,AE2,Bronze,Macedonia,Virtus,http://numismatics.org/collectionimages/19001949/1944/1944.100.3710.obv.width175.jpg,Galerius_Licinius_1590971369.9440112,301-350
8,5137,Licinius,Licinius,313.0,Coin,AE3,Bronze,Pannonia,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.7566.obv.width175.jpg,Licinius_Licinius_1590964430.57466,301-350
8,12513,Licinius,Licinius,314.0,Coin,AE3,Bronze,Italy,Sol,http://numismatics.org/collectionimages/19001949/1944/1944.100.6126.obv.width175.jpg,Licinius_Licinius_1590966415.8781703,301-350
8,13147,Maximinus Daia,Licinius,308.0,Coin,AE2,Bronze,Egypt,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.1725.obv.width175.jpg,Maximinus Daia_Licinius_1590966593.0343537,301-350
8,30635,Licinius,Licinius,314.0,Coin,AE2,Bronze,Macedonia,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.3716.obv.width175.jpg,Licinius_Licinius_1590971371.3658292,301-350
8,20358,Constantine I,Licinius,313.0,Coin,AE3,Bronze,Gallia,,http://numismatics.org/collectionimages/19501999/1984/1984.146.1394.obv.width175.jpg,Constantine I_Licinius_1590968550.156209,301-350
8,20586,Constantine I,Licinius,314.0,Coin,AE3,Bronze,Gallia,Sol,http://numismatics.org/collectionimages/19501999/1984/1984.146.1602.obv.width175.jpg,Constantine I_Licinius_1590968615.2293265,301-350
8,21252,Licinius I,Licinius,312.0,Coin,AE3,Bronze,,Victory,http://numismatics.org/collectionimages/19501999/1984/1984.146.884.obv.width175.jpg,Licinius I_Licinius I_1590968795.7658036,301-350
8,14005,Licinius,Licinius,314.0,Coin,AE3,Bronze,Egypt,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.11435.obv.width175.jpg,Licinius_Licinius_1590966826.099298,301-350
8,26140,Licinius,Licinius,313.0,Coin,AE3,Bronze,Bithynia,Jupiter,http://numismatics.org/collectionimages/19001949/1922/1922.38.31.obv.width175.jpg,Licinius_Licinius_1590970127.7426326,301-350
8,27150,Constantine I,Licinius,313.0,Coin,AE3,Bronze,Britannia,,http://numismatics.org/collectionimages/19001949/1933/1933.999.488.obv.width175.jpg,Constantine I_Licinius_1590970406.412776,301-350
8,25453,Constantine I,Licinius,314.0,Coin,AE3,Bronze,Pannonia,,http://numismatics.org/collectionimages/19501999/1989/1989.11.106.obv.width175.jpg,Constantine I_Licinius_1590969944.126493,301-350
8,12494,Licinius,Licinius,314.0,Coin,AE3,Bronze,Italy,Sol,http://numismatics.org/collectionimages/19001949/1944/1944.100.6107.obv.width175.jpg,Licinius_Licinius_1590966410.9632905,301-350
8,42160,Constantine I,Licinius,314.0,Coin,AE3,Bronze,Gallia,,http://numismatics.org/collectionimages/19501999/1995/1995.11.884.obv.width175.jpg,Constantine I_Licinius_1590974488.980933,301-350
8,13749,Constantine I,Licinius,314.0,Coin,AE3,Bronze,Gallia,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.11198.obv.width175.jpg,Constantine I_Licinius_1590966754.6632102,301-350
8,19217,Licinius,Licinius,314.0,Coin,AE3,Bronze,Egypt,Jupiter,http://numismatics.org/collectionimages/19501999/1984/1984.146.508.obv.width175.jpg,Licinius_Licinius_1590968228.6928978,301-350
8,22530,Licinius,Licinius,315.0,Coin,AE3,Bronze,Egypt,Jupiter,http://numismatics.org/collectionimages/19001949/1917/1917.155.74.obv.width175.jpg,Licinius_Licinius_1590969138.0717027,301-350
8,42683,Licinius,Licinius,314.0,Coin,AE3,Bronze,Egypt,Jupiter,http://numismatics.org/collectionimages/19501999/1995/1995.11.877.obv.width175.jpg,Licinius_Licinius_1590974631.4355664,301-350
8,34606,Licinius,Licinius,314.0,Coin,AE3,Bronze,Italy,Sol,http://numismatics.org/collectionimages/19001949/1944/1944.100.6166.obv.width175.jpg,Licinius_Licinius_1590972434.8661723,301-350
8,34676,Licinius,Licinius,314.0,Coin,AE3,Bronze,Italy,Sol,http://numismatics.org/collectionimages/19001949/1944/1944.100.6208.obv.width175.jpg,Licinius_Licinius_1590972452.3900058,301-350
8,42681,Licinius,Licinius,313.0,Coin,AE3,Bronze,Bithynia,Jupiter,http://numismatics.org/collectionimages/19501999/1995/1995.11.872.obv.width175.jpg,Licinius_Licinius_1590974630.9569654,301-350
8,18563,Licinius,Licinius,316.0,Coin,AE3,Bronze,Thrace,,http://numismatics.org/collectionimages/19501999/1984/1984.146.1916.obv.width175.jpg,Licinius_Licinius_1590968052.5150356,301-350
8,24700,Licinius,Licinius,314.0,Coin,AE3,Bronze,Italy,Sol,http://numismatics.org/collectionimages/19501999/1979/1979.78.38.obv.width175.jpg,Licinius_Licinius_1590969742.4801588,301-350
8,32361,Licinius,Licinius,313.0,Coin,AE3,Bronze,Pannonia,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.7545.obv.width175.jpg,Licinius_Licinius_1590971834.0686953,301-350
8,26124,Licinius,Licinius,314.0,Coin,AE3,Bronze,Italy,Sol,http://numismatics.org/collectionimages/19001949/1922/1922.38.17.obv.width175.jpg,Licinius_Licinius_1590970123.4657497,301-350
8,5118,Licinius,Licinius,313.0,Coin,AE3,Bronze,Pannonia,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.7538.obv.width175.jpg,Licinius_Licinius_1590964425.7679086,301-350
8,741,Licinius,Licinius,316.0,Coin,AE3,Bronze,Thrace,,http://numismatics.org/collectionimages/19001949/1944/1944.100.9702.obv.width175.jpg,Licinius_Licinius_1590963254.7544556,301-350
8,5941,Licinius,Licinius,317.0,Coin,AE3,Bronze,Mysia,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.8746.obv.width175.jpg,Licinius_Licinius_1590964647.561552,301-350
8,18570,Licinius,Licinius,314.0,Coin,AE3,Bronze,Thrace,,http://numismatics.org/collectionimages/19501999/1984/1984.146.1922.obv.width175.jpg,Licinius_Licinius_1590968054.137182,301-350
8,34678,Licinius I,Licinius,314.0,Coin,AE2 or AE3,Bronze,,Sol,http://numismatics.org/collectionimages/19001949/1944/1944.100.6210.obv.width175.jpg,Licinius I_Licinius I_1590972452.8331969,301-350
8,11774,Licinius,Licinius,316.0,Coin,AE3,Bronze,Macedonia,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.10876.obv.width175.jpg,Licinius_Licinius_1590966217.8159354,301-350
8,743,Licinius,Licinius,316.0,Coin,AE3,Bronze,Thrace,,http://numismatics.org/collectionimages/19001949/1944/1944.100.9704.obv.width175.jpg,Licinius_Licinius_1590963255.2210026,301-350
8,20394,Constantine I,Licinius,314.0,Coin,AE3,Bronze,Gallia,,http://numismatics.org/collectionimages/19501999/1984/1984.146.1427.obv.width175.jpg,Constantine I_Licinius_1590968563.5789287,301-350
8,1144,Licinius,Licinius,314.0,Coin,AE3,Bronze,Pannonia,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.5468.obv.width175.jpg,Licinius_Licinius_1590963362.0391324,301-350
8,33452,Licinius,Licinius,315.0,Coin,AE3,Bronze,Pannonia,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.7665.obv.width175.jpg,Licinius_Licinius_1590972126.7834425,301-350
8,38421,Constantine I,Licinius,313.0,Coin,AE3,Bronze,Italy,Sol,http://numismatics.org/collectionimages/19001949/1933/1933.999.366.obv.width175.jpg,Constantine I_Licinius_1590973485.0726683,301-350
8,30547,Licinius,Licinius,314.0,Coin,AE3,Bronze,Thrace,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.3996.obv.width175.jpg,Licinius_Licinius_1590971346.7110949,301-350
8,5125,Licinius,Licinius,313.0,Coin,AE3,Bronze,Pannonia,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.7547.obv.width175.jpg,Licinius_Licinius_1590964427.7755666,301-350
8,27103,Constantine I,Licinius,312.0,Coin,AE3,Bronze,Italy,Sol,http://numismatics.org/collectionimages/19001949/1933/1933.999.106.obv.width175.jpg,Constantine I_Licinius_1590970394.000012,301-350
8,20323,Constantine I,Licinius,310.0,Coin,AE2,Bronze,Gallia,Genius,http://numismatics.org/collectionimages/19501999/1984/1984.146.1361.obv.width175.jpg,Constantine I_Licinius_1590968541.095569,301-350
8,34931,Constantine I,Licinius,314.0,Coin,AE3,Bronze,Macedonia,,http://numismatics.org/collectionimages/19501999/1970/1970.165.60.obv.width175.jpg,Constantine I_Licinius_1590972519.0900695,301-350
8,4976,Licinius,Licinius,314.0,Coin,AE3,Bronze,Egypt,Jupiter,http://numismatics.org/collectionimages/19001949/1948/1948.19.386.obv.width175.jpg,Licinius_Licinius_1590964387.9908748,301-350
8,34612,Licinius,Licinius,314.0,Coin,AE3,Bronze,Italy,Sol,http://numismatics.org/collectionimages/19001949/1944/1944.100.6172.obv.width175.jpg,Licinius_Licinius_1590972436.2771993,301-350
8,5130,Licinius,Licinius,313.0,Coin,AE3,Bronze,Pannonia,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.7553.obv.width175.jpg,Licinius_Licinius_1590964428.9357646,301-350
8,1031,Licinius,Licinius,314.0,Coin,AE3,Bronze,Pannonia,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.5436.obv.width175.jpg,Licinius_Licinius_1590963333.2560494,301-350
8,14069,Licinius,Licinius,317.0,Coin,AE3,Bronze,Egypt,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.11493.obv.width175.jpg,Licinius_Licinius_1590966842.809668,301-350
8,27142,Constantine I,Licinius,314.0,Coin,AE3,Bronze,Gallia,,http://numismatics.org/collectionimages/19001949/1933/1933.999.480.obv.width175.jpg,Constantine I_Licinius_1590970404.2310655,301-350
8,33557,Licinius,Licinius,313.0,Coin,AE3,Bronze,Pannonia,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.7609.obv.width175.jpg,Licinius_Licinius_1590972155.256688,301-350
8,1101,Licinius,Licinius,314.0,Coin,AE3,Bronze,Pannonia,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.5464.obv.width175.jpg,Licinius_Licinius_1590963351.2365284,301-350
8,5224,Licinius,Licinius,317.0,Coin,AE3,Bronze,Syria,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.8972.obv.width175.jpg,Licinius_Licinius_1590964454.9485922,301-350
8,33449,Licinius,Licinius,315.0,Coin,AE3,Bronze,Pannonia,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.7662.obv.width175.jpg,Licinius_Licinius_1590972126.0661685,301-350
8,20655,Licinius,Licinius,314.0,Coin,AE3,Bronze,Pannonia,Jupiter,http://numismatics.org/collectionimages/19501999/1984/1984.146.1018.obv.width175.jpg,Licinius_Licinius_1590968632.7839477,301-350
8,21011,Maximinus Daia,Licinius,314.0,Coin,AE2,Bronze,Syria,Sol,http://numismatics.org/collectionimages/19501999/1984/1984.146.664.obv.width175.jpg,Maximinus Daia_Licinius_1590968731.3879557,301-350
8,1123,Licinius,Licinius,314.0,Coin,AE3,Bronze,Pannonia,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.5466.obv.width175.jpg,Licinius_Licinius_1590963356.715852,301-350
8,42682,Licinius,Licinius,321.0,Coin,AE3,Bronze,Egypt,Jupiter,http://numismatics.org/collectionimages/19501999/1995/1995.11.873.obv.width175.jpg,Licinius_Licinius_1590974631.1974976,301-350
8,2574,Licinius,Licinius,314.0,Coin,AE3,Bronze,Pannonia,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.5400.obv.width175.jpg,Licinius_Licinius_1590963746.4593568,301-350
8,761,Licinius,Licinius,314.0,Coin,AE3,Bronze,Thrace,,http://numismatics.org/collectionimages/19001949/1944/1944.100.9719.obv.width175.jpg,Licinius_Licinius_1590963259.7922547,301-350
8,736,Licinius,Licinius,316.0,Coin,AE3,Bronze,Thrace,,http://numismatics.org/collectionimages/19001949/1944/1944.100.9698.obv.width175.jpg,Licinius_Licinius_1590963253.2228582,301-350
8,34416,Maximinus Daia,Licinius,314.0,Coin,AE2,Bronze,Mysia,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.5835.obv.width175.jpg,Maximinus Daia_Licinius_1590972385.3381557,301-350
8,745,Licinius,Licinius,316.0,Coin,AE3,Bronze,Thrace,,http://numismatics.org/collectionimages/19001949/1944/1944.100.9706.obv.width175.jpg,Licinius_Licinius_1590963255.682752,301-350
8,11928,Maximinus Daia,Licinius,312.0,Coin,AE2,Bronze,Egypt,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.1828.obv.width175.jpg,Maximinus Daia_Licinius_1590966260.0208995,301-350
8,42677,Licinius,Licinius,317.0,Coin,AE3,Bronze,Mysia,Jupiter,http://numismatics.org/collectionimages/19501999/1995/1995.11.866.obv.width175.jpg,Licinius_Licinius_1590974629.5459206,301-350
8,867,Licinius I,Licinius,318.0,Coin,AE2 or AE3,Bronze,,,http://numismatics.org/collectionimages/19001949/1944/1944.100.9791.obv.width175.jpg,Licinius I_Licinius I_1590963288.777643,301-350
8,42164,Licinius I,Licinius,308.0,Coin,AE2,Bronze,,Virtus,http://numismatics.org/collectionimages/19501999/1995/1995.11.892.obv.width175.jpg,Licinius I_Licinius I_1590974489.9229546,301-350
8,33523,Licinius,Licinius,313.0,Coin,AE3,Bronze,Pannonia,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.7589.obv.width175.jpg,Licinius_Licinius_1590972145.4756343,301-350
8,871,Licinius I,Licinius,318.0,Coin,AE2 or AE3,Bronze,,,http://numismatics.org/collectionimages/19001949/1944/1944.100.9794.obv.width175.jpg,Licinius I_Licinius I_1590963289.6991656,301-350
8,1112,Licinius,Licinius,314.0,Coin,AE3,Bronze,Pannonia,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.5465.obv.width175.jpg,Licinius_Licinius_1590963353.7824178,301-350
8,13386,Maximinus Daia,Licinius,308.0,Coin,AE2,Bronze,Egypt,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.1662.obv.width175.jpg,Maximinus Daia_Licinius_1590966659.2276647,301-350
8,26623,Galerius,Licinius,314.0,Coin,AE2,Bronze,Thrace,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.3979.obv.width175.jpg,Galerius_Licinius_1590970259.559762,301-350
8,18684,Constantine I,Licinius,312.0,Coin,AE2,Bronze,Italy,Genius,http://numismatics.org/collectionimages/19501999/1984/1984.146.2024.obv.width175.jpg,Constantine I_Licinius_1590968085.351261,301-350
8,14037,Licinius,Licinius,315.0,Coin,AE3,Bronze,Egypt,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.11464.obv.width175.jpg,Licinius_Licinius_1590966834.2537851,301-350
8,30670,Licinius,Licinius,312.0,Coin,AE3,Bronze,Macedonia,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.3751.obv.width175.jpg,Licinius_Licinius_1590971380.5179615,301-350
8,23416,Constantine I,Licinius,310.0,Coin,AE2,Bronze,Gallia,Genius,http://numismatics.org/collectionimages/19501999/1953/1953.171.27.obv.width175.jpg,Constantine I_Licinius_1590969377.7248085,301-350
8,15828,Licinius,Licinius,314.0,Coin,AE3,Bronze,Italy,Sol,http://numismatics.org/collectionimages/19001949/1948/1948.8.7.obv.width175.jpg,Licinius_Licinius_1590967310.6011834,301-350
8,770,Licinius,Licinius,314.0,Coin,AE3,Bronze,Thrace,,http://numismatics.org/collectionimages/19001949/1944/1944.100.9727.obv.width175.jpg,Licinius_Licinius_1590963261.8797474,301-350
8,17466,Maximinus Daia,Licinius,308.0,Coin,AE2,Bronze,Egypt,Genius,http://numismatics.org/collectionimages/19001949/1925/1925.176.29.obv.width175.jpg,Maximinus Daia_Licinius_1590967759.7050977,301-350
8,27143,Constantine I,Licinius,314.0,Coin,AE3,Bronze,Gallia,,http://numismatics.org/collectionimages/19001949/1933/1933.999.481.obv.width175.jpg,Constantine I_Licinius_1590970404.4648676,301-350
8,14056,Licinius,Licinius,316.0,Coin,AE3,Bronze,Egypt,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.11481.obv.width175.jpg,Licinius_Licinius_1590966839.298399,301-350
8,33210,Constantine I,Licinius,320.0,Coin,AE3,Bronze,Pannonia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.7779.obv.width175.jpg,Constantine I_Licinius_1590972062.925235,301-350
8,33514,Licinius,Licinius,313.0,Coin,AE3,Bronze,Pannonia,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.7593.obv.width175.jpg,Licinius_Licinius_1590972142.9137952,301-350
8,11799,Licinius,Licinius,316.0,Coin,AE3,Bronze,Macedonia,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.10899.obv.width175.jpg,Licinius_Licinius_1590966225.9386013,301-350
8,44455,Constantine I,Licinius,317.0,Coin,AE3,Bronze,Italy,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.9572.obv.width175.jpg,Constantine I_Licinius_1590975110.169859,301-350
8,20682,Licinius,Licinius,313.0,Coin,AE3,Bronze,Pannonia,Jupiter,http://numismatics.org/collectionimages/19501999/1984/1984.146.1042.obv.width175.jpg,Licinius_Licinius_1590968642.5203612,301-350
8,36212,Licinius,Licinius,317.0,Coin,AE3,Bronze,Bithynia,Jupiter,http://numismatics.org/collectionimages/19501999/1974/1974.203.11.obv.width175.jpg,Licinius_Licinius_1590972863.838562,301-350
8,13432,Maximinus Daia,Licinius,308.0,Coin,AE2,Bronze,Egypt,Genius,http://numismatics.org/collectionimages/19001949/1944/1944.100.1709.obv.width175.jpg,Maximinus Daia_Licinius_1590966671.3105023,301-350
8,33504,Licinius,Licinius,313.0,Coin,AE3,Bronze,Pannonia,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.7597.obv.width175.jpg,Licinius_Licinius_1590972140.5148613,301-350
8,11762,Licinius,Licinius,313.0,Coin,AE3,Bronze,Macedonia,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.10865.obv.width175.jpg,Licinius_Licinius_1590966214.8562796,301-350
8,9605,Constantine I,Licinius,314.0,Coin,AE3,Bronze,Gallia,,http://numismatics.org/collectionimages/19001949/1944/1944.100.13143.obv.width175.jpg,Constantine I_Licinius_1590965627.2701423,301-350
8,27141,Maximinus Daia,Licinius,312.0,Coin,AE2,Bronze,Egypt,Genius,http://numismatics.org/collectionimages/19001949/1933/1933.999.48.obv.width175.jpg,Maximinus Daia_Licinius_1590970403.99599,301-350
8,34621,Licinius,Licinius,314.0,Coin,AE3,Bronze,Italy,Sol,http://numismatics.org/collectionimages/19001949/1944/1944.100.6180.obv.width175.jpg,Licinius_Licinius_1590972438.8401906,301-350
8,5131,Licinius,Licinius,313.0,Coin,AE3,Bronze,Pannonia,Jupiter,http://numismatics.org/collectionimages/19001949/1944/1944.100.7560.obv.width175.jpg,Licinius_Licinius_1590964429.1676693,301-350
8,12495,Licinius,Licinius,314.0,Coin,AE3,Bronze,Italy,Sol,http://numismatics.org/collectionimages/19001949/1944/1944.100.6108.obv.width175.jpg,Licinius_Licinius_1590966411.2082758,301-350
8,26166,Licinius,Licinius,321.0,Coin,AE3,Bronze,Thrace,Jupiter,http://numismatics.org/collectionimages/19001949/1922/1922.38.55.obv.width175.jpg,Licinius_Licinius_1590970134.5382721,301-350
8,8134,Constantine I,Licinius,312.0,Coin,AE3,Bronze,Italy,Mars,http://numismatics.org/collectionimages/19001949/1944/1944.100.2785.obv.width175.jpg,Constantine I_Licinius_1590965230.2204862,301-350
9,40564,Marcus Aurelius,Marcus Aurelius,179.0,Coin,Denarius,Silver,Italy,Victory,http://numismatics.org/collectionimages/19501999/1956/1956.127.899.obv.width175.jpg,Marcus Aurelius_Marcus Aurelius_1590974055.8881004,151-200
9,6003,Marcus Aurelius,Marcus Aurelius,171.0,Coin,Sestertius,Bronze,Italy,Victory,http://numismatics.org/collectionimages/19001949/1944/1944.100.49177.obv.width175.jpg,Marcus Aurelius_Marcus Aurelius_1590964664.7062774,151-200
9,5814,Marcus Aurelius,Marcus Aurelius,162.0,Coin,Denarius,Silver,Italy,Victory,http://numismatics.org/collectionimages/19001949/1944/1944.100.49115.obv.width175.jpg,Marcus Aurelius_Marcus Aurelius_1590964614.6723452,151-200
9,4423,Marcus Aurelius,Marcus Aurelius,162.0,Coin,Denarius,Silver,Italy,Pax,http://numismatics.org/collectionimages/19001949/1948/1948.19.1312.obv.width175.jpg,Marcus Aurelius_Marcus Aurelius_1590964241.7613041,151-200
9,41026,Marcus Aurelius,Marcus Aurelius,168.0,Coin,Sestertius,Bronze,Italy,Salus,http://numismatics.org/collectionimages/19501999/1990/1990.3.80.obv.width175.jpg,Marcus Aurelius_Marcus Aurelius_1590974182.8625705,151-200
9,23138,Marcus Aurelius,Marcus Aurelius,162.0,Coin,Denarius,Silver,Italy,Spes,http://numismatics.org/collectionimages/19501999/1950/1950.70.12.obv.width175.jpg,Marcus Aurelius_Marcus Aurelius_1590969303.0743382,151-200
9,18247,Marcus Aurelius,Marcus Aurelius,161.0,Coin,Tridrachm,Silver,Cappadocia,Roma,http://numismatics.org/collectionimages/19501999/1981/1981.87.1.obv.width175.jpg,Marcus Aurelius_Marcus Aurelius_1590967969.1169147,151-200
9,6310,Marcus Aurelius,Marcus Aurelius,161.0,Coin,Denarius,Silver,Italy,Providentia,http://numismatics.org/collectionimages/19001949/1944/1944.100.49062.obv.width175.jpg,Marcus Aurelius_Marcus Aurelius_1590964745.0433247,151-200
9,39713,Marcus Aurelius,Marcus Aurelius,161.0,Coin,Denarius,Silver,Italy,Spes,http://numismatics.org/collectionimages/19501999/1956/1956.127.1903.obv.width175.jpg,Marcus Aurelius_Marcus Aurelius_1590973828.1398547,151-200
9,19830,Marcus Aurelius,Marcus Aurelius,169.0,Coin,Denarius,Silver,Italy,Salus,http://numismatics.org/collectionimages/19001949/1911/1911.23.311.obv.width175.jpg,Marcus Aurelius_Marcus Aurelius_1590968393.3135126,151-200
9,5794,Marcus Aurelius,Marcus Aurelius,168.0,Coin,Denarius,Silver,Italy,Salus,http://numismatics.org/collectionimages/19001949/1944/1944.100.49095.obv.width175.jpg,Marcus Aurelius_Marcus Aurelius_1590964609.6406348,151-200
9,5861,Marcus Aurelius,Marcus Aurelius,162.0,Coin,As,Bronze,Italy,Salus,http://numismatics.org/collectionimages/19001949/1944/1944.100.49152.obv.width175.jpg,Marcus Aurelius_Marcus Aurelius_1590964626.8452063,151-200
9,39156,Marcus Aurelius,Marcus Aurelius,171.0,Coin,Drachm,Bronze,Egypt,Ares,http://numismatics.org/collectionimages/19001949/1944/1944.100.61311.obv.width175.jpg,Marcus Aurelius_Marcus Aurelius_1590973681.0391936,151-200
9,43925,Marcus Aurelius,Marcus Aurelius,166.0,Coin,Denarius,Silver,Italy,Aequitas,http://numismatics.org/collectionimages/19501999/1956/1956.127.1915.obv.width175.jpg,Marcus Aurelius_Marcus Aurelius_1590974965.859672,151-200
9,23970,Marcus Aurelius,Marcus Aurelius,171.0,Coin,Aureus,Gold,Italy,Victory,http://numismatics.org/collectionimages/19501999/1966/1966.62.19.obv.width175.jpg,Marcus Aurelius_Marcus Aurelius_1590969524.5921059,151-200
9,39162,Marcus Aurelius,Marcus Aurelius,175.0,Coin,Drachm,Bronze,Egypt,Ares,http://numismatics.org/collectionimages/19001949/1944/1944.100.61322.obv.width175.jpg,Marcus Aurelius_Marcus Aurelius_1590973682.8417447,151-200
9,39113,Marcus Aurelius,Marcus Aurelius,154.0,Coin,Tetradrachm,Billon,Egypt,Nilus,http://numismatics.org/collectionimages/19001949/1944/1944.100.61197.obv.width175.jpg,Marcus Aurelius_Marcus Aurelius_1590973670.4000123,151-200
9,25344,Marcus Aurelius,Marcus Aurelius,169.0,Coin,Sestertius,Bronze,Italy,Salus,http://numismatics.org/collectionimages/19501999/1952/1952.4.12.obv.width175.jpg,Marcus Aurelius_Marcus Aurelius_1590969914.254897,151-200
9,39088,Marcus Aurelius,Marcus Aurelius,154.0,Coin,Tetradrachm,Billon,Egypt,Eirene,http://numismatics.org/collectionimages/19001949/1944/1944.100.61099.obv.width175.jpg,Marcus Aurelius_Marcus Aurelius_1590973664.2873197,151-200
9,42353,Antoninus Pius,Marcus Aurelius,162.0,Coin,Sestertius,Bronze,Italy,Minerva,http://numismatics.org/collectionimages/19501999/1995/1995.11.120.obv.width175.jpg,Antoninus Pius_Marcus Aurelius_1590974540.965054,151-200
9,5771,Marcus Aurelius,Marcus Aurelius,164.0,Coin,Denarius,Silver,Italy,Mars,http://numismatics.org/collectionimages/19001949/1944/1944.100.49075.obv.width175.jpg,Marcus Aurelius_Marcus Aurelius_1590964602.3566096,151-200
9,33246,Marcus Aurelius,Marcus Aurelius,170.0,Coin,Sestertius,Bronze,Italy,Victory,http://numismatics.org/collectionimages/19001949/1944/1944.100.77984.obv.width175.jpg,Marcus Aurelius_Marcus Aurelius_1590972072.3873532,151-200
9,16307,Antoninus Pius,Marcus Aurelius,140.0,Coin,Denarius,Silver,Italy,,http://numismatics.org/collectionimages/19001949/1948/1948.19.1297.obv.width175.jpg,Antoninus Pius_Marcus Aurelius_1590967450.3885508,101-150
9,23482,Marcus Aurelius,Marcus Aurelius,162.0,Coin,Denarius,Silver,Italy,Providentia,http://numismatics.org/collectionimages/19501999/1952/1952.142.150.obv.width175.jpg,Marcus Aurelius_Marcus Aurelius_1590969395.0398083,151-200
